athlete_id,name,birth_year,birth_city,birth_state,height,weight,sport_clean,is_paralympic
78175,Tom Burke,1875,Boston,MA,183 cm,66 kg,Athletics,False
78676,Frank Lane,1874,Chicago,IL,170 cm,69 kg,Athletics,False
78290,Tom Curtis,1873,San Francisco,CA,176 cm,66 kg,Athletics,False
922412,Ralph Derr,1875,Wilkes-Barre,PA,,,Athletics,False
891621,Charles Vanoni,1876,New York,NY,,,Athletics,False
78596,Herbert Jamison,1875,Peoria,IL,173 cm,69 kg,Athletics,False
78121,Arthur C. Blake,1872,Boston,MA,,,Athletics,False
78578,Bill Hoyt,1875,Glastonbury,CT,,,Athletics,False
922414,Fred Lord,1871,New York,NY,,,Athletics,False
78257,James B. Connolly,1868,South Boston,MA,175 cm,72 kg,Athletics,False
78231,Ellery Clark,1874,West Roxbury,MA,180 cm,,Athletics,False
78439,Bob Garrett,1875,Baltimore,MD,188 cm,81 kg,Athletics,False
79145,Albert Tyler,1872,Glendale,OH,,,Athletics,False
23813,Albertson Van Zo Post,1866,Cincinnati,OH,183 cm,,Fencing,False
44732,Sumner Paine,1868,Boston,MA,,,Shooting,False
44788,Charles Waldstein,1856,New York,NY,,,Shooting,False
44731,John Paine,1870,Boston,MA,,,Shooting,False
51616,Gardner Williams,1877,Jamaica Plain,MA,,,Swimming,False
78667,Al Kraenzlein,1876,Minneapolis,MN,183 cm,75 kg,Athletics,False
79119,Walter Tewksbury,1876,Ashley,PA,183 cm,64 kg,Athletics,False
78797,Edmund Minahan,1882,Springfield,OH,183 cm,86 kg,Athletics,False
78564,Bill Holland,1874,Boston,MA,,,Athletics,False
78599,Frank Jarvis,1878,California,PA,167 cm,58 kg,Athletics,False
78345,Arthur Duffey,1879,Roxbury,MA,170 cm,62 kg,Athletics,False
78689,Clark Leiblee,1877,Troy,PA,,,Athletics,False
78124,Dixon Boardman,1880,Nutley,NJ,,,Athletics,False
78179,Charles Burroughs,1876,Washington County,IA,,,Athletics,False
78800,Fred Moloney,1882,Ottawa,IL,,,Athletics,False
78755,Thaddeus McClain,1876,Milesburg,PA,,,Athletics,False
79049,Henry Slack,1877,Chicago,IL,,,Athletics,False
79012,Justus Scrafford,1878,Washington Mills,NY,,,Athletics,False
891679,Albert Witbeck,1881,Troy,NY,,,Athletics,False
78711,Maxey Long,1878,Waverley,MA,182 cm,75 kg,Athletics,False
78801,William Moloney,1876,Ottawa,IL,,,Athletics,False
78687,Harry Lee,1877,Waterloo,NY,,,Athletics,False
78714,Harvey Lord,1878,Evanston,IL,,,Athletics,False
78343,Walter Drumheller,1878,Sunbury,PA,,,Athletics,False
79056,Harrison Smith,1876,Winchester,NH,,,Athletics,False
78277,John Cregan,1878,Schenectady,NY,,,Athletics,False
78143,John Bray,1875,Middleport,NY,,,Athletics,False
78531,Howard Hayes,1877,Steubenville,OH,,,Athletics,False
78183,Edward Bushnell,1876,Republican City,NE,,,Athletics,False
78777,Edward Mechling,1878,Hosensack,NJ,,,Athletics,False
78180,Wilbur Burroughs,1884,Edwardsville,IL,188 cm,89 kg,Athletics,False
78841,Arthur Newton,1883,Woodstock,VT,160 cm,51 kg,Athletics,False
78769,John McLean,1878,Menominee,MI,,,Athletics,False
78694,William Lewis,1876,Canandaigua,NY,,,Athletics,False
78941,William Remington,1879,Philadelphia,PA,,,Athletics,False
78090,Irv Baxter,1876,Utica,NY,,,Athletics,False
922423,Walter Carroll,1876,Baltimore,MD,,,Athletics,False
78385,Ray Ewry,1873,Lafayette,IN,185 cm,79 kg,Athletics,False
79028,Lewis Sheldon,1874,Rutland,VT,,,Athletics,False
78572,Daniel Horton,1879,New York,NY,,,Athletics,False
79029,Dick Sheldon,1878,Rutland,VT,,,Athletics,False
78759,Josiah McCracken,1874,Lincoln,IL,,,Athletics,False
78514,Truxtun Hare,1878,Philadelphia,PA,185 cm,90 kg,Athletics,False
890886,Bascom Johnson,1878,Washington,DC,,,Athletics,False
78247,Meredith Colket,1878,Philadelphia,PA,,,Athletics,False
78355,Charles Dvorak,1878,Chicago,IL,,,Athletics,False
922424,Alex Coleman,1879,Goshen,NY,,,Athletics,False
890872,James Jameson,1878,Antrim,NH,,,Athletics,False
2700067,James Maybury,1875,St. Cloud,MN,,,Athletics,False
15210,John Lake,1877,Port Richmond,NY,172 cm,,Cycling Track,False
890355,Tom Cooper,1873,Detroit,MI,,,Cycling Track,False
891095,Floyd McFarland,1876,San Jose,CA,193 cm,,Cycling Track,False
890060,George Banker,1873,Worcester,OH,,,Cycling Track,False
2304387,George Hale,1849,St. Lawrence County,NY,,,Firefighting,False
2304407,John Egner,1860,Chicago,IL,,,Firefighting,False
2304408,George Roberts,1861,Jefferson County,OH,,,Firefighting,False
2304409,John Mahar,1865,?,IA,,,Firefighting,False
2304411,Lon Hale,1855,Colton,NY,,,Firefighting,False
2304412,James Gillpatrick,1870,Freeman,MO,,,Firefighting,False
2304413,John Evans,1871,?,PA,,,Firefighting,False
2304414,John Lynch,1871,Kansas City,MO,,,Firefighting,False
2304415,John Williams,1905,Kansas City,MO,,,Firefighting,False
2304416,John M. Canaday,1859,Indianapolis,IN,,,Firefighting,False
2304417,Thomas O'Connor,1867,Brocton,NY,,,Firefighting,False
2304418,Mike O'Connor,1872,Brocton,NY,,,Firefighting,False
2786,Charles Sands,1865,New York,NY,181 cm,,Golf,False
18205,Frederick Taylor,1856,Germantown,PA,,,Golf,False
2796,Charles Voigt,1869,San Jose,CA,,,Golf,False
18139,Mary Abbott,1857,Salem,MA,,,Golf,False
891140,Bradley Martin,1873,New York,NY,,,Polo,False
40641,"John Exley, Jr.",1867,Philadelphia,PA,185 cm,72 kg,Rowing,False
40610,Harry DeBaecke,1879,Philadelphia,PA,185 cm,72 kg,Rowing,False
40730,Jim Juvenal,1874,Philadelphia,PA,178 cm,73 kg,Rowing,False
40670,John Geiger,1873,Philadelphia,PA,188 cm,83 kg,Rowing,False
40696,Ed Hedley,1864,Philadelphia,PA,180 cm,73 kg,Rowing,False
40769,Ed Marsh,1874,Philadelphia,PA,,,Rowing,False
40755,Roscoe Lockwood,1875,Upper Pittsgrove,NJ,175 cm,71 kg,Rowing,False
40526,Lou Abell,1884,Elizabeth,NJ,165 cm,53 kg,Rowing,False
138432,Daniel Ridgway Knight,1839,Chambersburg,PA,,,Sailing,False
44755,Reginald Sayre,1859,New York,NY,,,Shooting,False
44606,Charles Axtell,1859,Hyannis,MA,,,Shooting,False
1500584,Theodor Geisel,1879,Springfield,MA,,,Shooting,False
1501029,Crittenden Robinson,1857,?,NC,,,Shooting,False
1500903,Edgar Murphy,1931,New York,NY,,,Shooting,False
1501088,Tod Sloan,1874,Bunker Hill,IN,,,Shooting,False
1200984,Albert Spalding,1850,Byron,IL,,,Shooting,False
1501146,Denis Upson,1861,Farmington,CT,,,Shooting,False
102419,Bill Tuttle,1882,Chicago,IL,,,Swimming,False
2755,Spalding de Garmendia,1860,Baltimore,MD,,,Tennis,False
1805040,Wylie Grant,1879,Brooklyn,NY,,,Tennis,False
1500132,Frederick Bridgman,1847,Tuskegee,AL,,,Tennis,False
2736,Marion Jones,1879,Gold Hill,NV,,,Tennis,False
2735,Georgina Jones,1882,New York,NY,,,Tennis,False
890420,Mary de Garmendia,1868,New York,NY,,,Tennis,False
892504,Walter Langston,1884,Springfield,MO,,,American Football,False
892505,Arch Lowe,1883,Springfield,MO,,,American Football,False
892471,John Aiken,1883,Pawhuska,OK,,55 kg,American Football,False
892472,Chauncey Archiquette,1877,Onieda Reservation,WI,,,American Football,False
892477,Herbert Fallis,1881,Lower Brulé Indian Reservation,SD,,,American Football,False
892478,Louis Felix,1880,?,MN,,70 kg,American Football,False
892479,Peter Gokey,1881,Chippewa County,WI,,73 kg,American Football,False
892480,Charles Guyon,1881,White Earth,MN,,,American Football,False
892481,Emil Hauser,1941,Salem,OR,,,American Football,False
892482,Peter Hauser,1887,El Reno,OK,,,American Football,False
892489,James Oliver,1880,Barnum,MN,,79 kg,American Football,False
892490,Simon Payer,1879,Blue Earth County,MN,,,American Football,False
892493,Scott Porter,1882,Pine County,MN,,82 kg,American Football,False
892497,John Warren,1877,White Earth,MN,,,American Football,False
892510,Edwin Moore,1882,Lincoln County,OK,,,American Football,False
892511,Benedict Shoulderblade,1968,Rosebud,MT,,,American Football,False
892512,Frank Aydelotte,1880,Sullivan,IN,,,American Football,False
892513,James Boyle,1880,Glencoe,MN,,,American Football,False
892514,Charles Carr,1883,Anderson,IN,,,American Football,False
892515,Hezlep Clark,1882,Port Austin,MI,,,American Football,False
892516,Willis Coval,1881,Indianapolis,IN,,,American Football,False
892517,Tom Davidson,1886,Evansville,IN,,,American Football,False
892518,Philip Hill,1882,Bloomington,IN,,,American Football,False
892521,George Steele,1884,Greenfield,IN,,,American Football,False
892522,Lloyd Waugh,1885,Clinton County,IN,,,American Football,False
892523,Richard Benbridge,1885,Terre Haute,IN,,,American Football,False
892524,Clifton Brannon,1882,Owensboro,KY,,,American Football,False
892525,C. B. Cook,1880,Frankfort,IN,,,American Football,False
892526,Claude Douthett,1886,Springfield,MO,,,American Football,False
892527,Addison Lee,1885,Louisville,KY,,,American Football,False
892528,Charles Lammers,1884,Terre Haute,IN,,,American Football,False
892530,Walter Peck,1882,Vigo County,IN,,,American Football,False
892536,John Brong,1882,Jasper county,IA,,,American Football,False
892537,Rupert Colmore,1883,Sewanee,TN,,,American Football,False
892538,Edwin Fowlkes,1886,Colorado City,TX,,,American Football,False
892539,Henry Phillips,1882,Philadelphia,PA,,,American Football,False
892540,Wilmer Poynor,1877,Eutaw,AL,,,American Football,False
892541,Nate Sawrie,1885,Memphis,TN,,,American Football,False
892542,John Scarborough,1885,Rockdale,TX,,,American Football,False
892544,Eph Kirby-Smith,1884,Sewanee,TN,,,American Football,False
892545,Miles Watkins,1884,Marengo,AL,,,American Football,False
892546,David Wettlin,1886,Woodville,MS,,,American Football,False
892547,"Ransom Harvey, Jr.",1883,Jamestown,NY,167 cm,79 kg,American Football,False
892548,Arthur Haynes,1885,Kalamazoo,MI,178 cm,69 kg,American Football,False
892549,Randolph Howard,1883,Hiawatha,KS,172 cm,69 kg,American Football,False
892551,Harvey Parks,1885,Minonk,IL,175 cm,77 kg,American Football,False
892552,Sidney Stanard,1888,La Moille,IL,184 cm,74 kg,American Football,False
892554,Edward Swain,1883,Ewing,IL,184 cm,66 kg,American Football,False
892555,David Toomey,1876,?,TX,172 cm,77 kg,American Football,False
892556,Charles Van Duyn,1881,Zenobia,IL,175 cm,77 kg,American Football,False
892557,Roe Watson,1886,Marianna,AR,172 cm,70 kg,American Football,False
892558,John Burroughs,1884,Edwardsville,IL,,,American Football,False
892559,Ira Carrithers,1885,Washburn,IL,,,American Football,False
892560,Otto Deaner,1886,Sheldon,IL,,,American Football,False
892561,Harry Dillinger,1882,Carbondale,IL,,,American Football,False
892562,Charles Fairweather,1878,McLeansboro,IL,,,American Football,False
892563,John Haselwood,1882,Blandinsville,IL,,,American Football,False
892564,Roy Jens,1883,Rock Island,IL,,,American Football,False
892565,Todd Kirk,1881,Moulton,IA,,,American Football,False
892566,Charles Moynihan,1884,White Hall,IL,,,American Football,False
892567,Jean Pope,1885,Benton,MO,,,American Football,False
892568,Claude Rothgeb,1880,Milford,IL,,,American Football,False
892569,Joseph Taylor,1884,?,PA,,,American Football,False
892570,Carl Ackarman,1881,Moline,KS,,,American Football,False
892571,Emile Brunner,1881,Onaga,KS,,,American Football,False
892573,Prentiss Donald,1880,Salem Township,KS,,,American Football,False
892574,Edgar Green,1881,Carthage,MO,,,American Football,False
892575,Harry Hart,1881,Beloit,KS,,,American Football,False
892576,Albert Hicks,1880,Osborne,KS,,,American Football,False
892577,Charles Ise,1880,Ross Township,KS,,,American Football,False
892578,Manley Michaelson,1879,Ironhills,IA,,,American Football,False
892579,Stanley Myers,1885,Clinton,IN,,,American Football,False
892580,Arthur Pooler,1882,Beloit,KS,,,American Football,False
892581,Carl Rouse,1884,Glen Elder,KS,,,American Football,False
892582,Jacob Royer,1881,Madill,OK,,,American Football,False
892583,Harvey Anderson,1882,Good Water,MO,,,American Football,False
892584,John Bryant,1885,Saline County,MO,,,American Football,False
892586,Albert Clemens,1881,Lafayette County,MO,,,American Football,False
892587,August Forster,1884,St. Louis,MO,,,American Football,False
892588,Homer Haggard,1877,Sturgeon,MO,,,American Football,False
892589,Delmer Hall,1883,Harrisonville,MO,,,American Football,False
892590,Lawrence Hedrick,1880,Warren,IN,,,American Football,False
892327,Eugene Salisbury,1886,Omaha,NE,,,American Football,False
892594,Ben Tillman,1882,Loose Creek,MO,,,American Football,False
892595,Bill Blocker,1883,San Antonio,TX,,,American Football,False
892596,William Francis,1885,Denton,TX,,,American Football,False
892597,B. L. Glascock,1883,Elgin,TX,,,American Football,False
892598,Verne Hendrickson,1883,Fayette,IA,,,American Football,False
892599,Fred Householder,1884,Jackson,TN,,,American Football,False
892600,Grover Jones,1885,Sherman,TX,,,American Football,False
892601,George Kindley,1881,Graham,TX,,,American Football,False
892602,Newton Marshall,1880,Bonham,TX,,,American Football,False
892603,Neill Masterson,1884,Brazoria,TX,,,American Football,False
892604,Lucian Parrish,1878,Sister Grove,TX,,,American Football,False
892605,Davis Prendergast,1882,Groesbeck,TX,,,American Football,False
892606,Don Robinson,1880,Hanover Township,IN,,,American Football,False
892607,Dallas Scarborough,1882,Williamson county,TX,,,American Football,False
892608,Rembert Watson,1881,Milford,TX,,,American Football,False
892609,Lloyd Backman,1883,?,IN,,,American Football,False
892611,Brooks Fleming,1882,Fairmont,WV,,,American Football,False
892613,Clark Hinman,1881,West Salem,OH,,,American Football,False
892614,Paul Martin,1884,Kingwood,WV,,,American Football,False
892618,Lawrence Yeardley,1885,Parkersburg,WV,,,American Football,False
892620,Charles Cassell,1881,St. Louis,MO,,,American Football,False
892622,Roy Culbertson,1877,Carroll,IA,,,American Football,False
892624,Walter Hudson,1876,Knox county,MO,,,American Football,False
892626,Arno Krause,1882,Milwaukee,WI,,,American Football,False
892627,Walter Krause,1883,Milwaukee,WI,,,American Football,False
892628,Fritz Lehmann,1883,Des Moines,IA,,,American Football,False
892631,Frank Luckey,1882,De Soto,MO,,,American Football,False
892350,Seth Smith,1882,Racine,WI,,,American Football,False
892638,Charles Stuttle,1881,Litchfield,IL,,,American Football,False
892642,William Weiss,1882,St. Louis,MO,,,American Football,False
2249,Will Thompson,1848,Calhoun,GA,,,Archery,False
2255,Robert Williams,1841,Chambersburg,PA,,,Archery,False
2238,Louis Maxson,1855,Herbertville,CA,,,Archery,False
2246,G. C. Spencer,1840,New York,NY,165 cm,,Archery,False
2256,Charles Woodruff,1844,Cincinnati,OH,,,Archery,False
2228,William Clark,1913,Knoxville,TN,,,Archery,False
2233,Charles Hubbard,1849,Cincinnati,OH,,,Archery,False
2230,Samuel Duvall,1836,Liberty,IN,,,Archery,False
2225,Phil Bryant,1878,Melrose,MA,,,Archery,False
2226,Wallace Bryant,1863,Melrose,MA,169 cm,,Archery,False
2229,Cyrus Dallin,1861,Springville,UT,174 cm,,Archery,False
2244,Henry Richardson,1889,Boston,MA,,,Archery,False
2236,Benjamin Keys,1853,Cincinnati,OH,,,Archery,False
2247,Homer Taylor,1851,Leyden,MA,,,Archery,False
2251,Edward Weston,1846,Gorham,ME,,,Archery,False
2224,Edward Bruce,1861,Aurora,IL,,,Archery,False
2232,Edward Frentz,1943,Melrose,MA,,,Archery,False
2227,Amos Casselman,1850,Canton,OH,,,Archery,False
2245,Thomas Scott,1833,Warren,OH,,,Archery,False
2248,Ralph Taylor,1874,Plain township,OH,,,Archery,False
2252,Edward Weston,1886,Highland Park,IL,,,Archery,False
2250,William Valentine,1867,Lexington,IL,,,Archery,False
2240,David McGowan,1838,Perry County,PA,,,Archery,False
2209,Lida Howell,1859,Lebanon,OH,,,Archery,False
2215,Eliza Pollock,1840,Hamilton,OH,,,Archery,False
2222,Emily Woodruff,1846,Cincinnati,OH,,,Archery,False
2219,Leonie Taylor,1936,Mount Sterling,KY,,,Archery,False
2206,Emma Cooke,1848,Fayetteville,PA,,,Archery,False
2220,Mabel Taylor,1879,Cincinnati,OH,,,Archery,False
78371,Max Emmerich,1879,Indianapolis,IN,,,Artistic Gymnastics,False
78482,John Grieb,1879,Philadelphia,PA,175 cm,,Artistic Gymnastics,False
31383,William Merz,1878,Red Bud,IL,,,Artistic Gymnastics,False
31295,John Bissinger,1879,New York,NY,180 cm,,Artistic Gymnastics,False
31425,Fred Schwind,1881,Chicago,IL,,,Artistic Gymnastics,False
31390,Otto Niemand,1884,Davenport,IA,,,Artistic Gymnastics,False
31436,Edward Siegler,1881,Chicago,IL,,,Artistic Gymnastics,False
31375,John Laichinger,1884,St. Louis,MO,,,Artistic Gymnastics,False
31444,George Stapf,1875,St. Louis,MO,,,Artistic Gymnastics,False
31391,Andrew Neu,1873,St. Louis,MO,,,Artistic Gymnastics,False
31442,Lorenz Spann,1876,Newark,NJ,,,Artistic Gymnastics,False
31329,Theodore Gross,1880,Louisville,KY,,,Artistic Gymnastics,False
31355,Leander Keim,1879,Davenport,IA,,,Artistic Gymnastics,False
31340,Robert Herrmann,1869,Milwaukee,WI,,,Artistic Gymnastics,False
31428,Willard Schrader,1883,Marion,IN,,,Artistic Gymnastics,False
31289,William Berwald,1874,Cleveland,OH,,,Artistic Gymnastics,False
31314,John Duha,1875,Chicago,IL,,,Artistic Gymnastics,False
31339,Ed Hennig,1879,Cleveland,OH,,,Artistic Gymnastics,False
31293,Emil Beyer,1876,?,NY,,,Artistic Gymnastics,False
31403,Harry Prinzler,1883,Indianapolis,IN,,,Artistic Gymnastics,False
31439,Phillip Sonntag,1878,Davenport,IA,,,Artistic Gymnastics,False
31349,Leo Hunger,1880,Minneapolis,MN,,,Artistic Gymnastics,False
31360,Louis Kniep,1876,?,NJ,,,Artistic Gymnastics,False
31461,Charles Umbs,1876,Fond du Lac,WI,,,Artistic Gymnastics,False
31470,John Wussow,1879,Milwaukee,WI,,,Artistic Gymnastics,False
31278,George Aschenbrenner,1881,Chicago,IL,,,Artistic Gymnastics,False
31419,Emil Rothe,1884,Chicago,IL,,,Artistic Gymnastics,False
31318,Otto Feyder,1877,Chicago,IL,,,Artistic Gymnastics,False
31431,Philip Schuster,1883,Gillette,WI,,,Artistic Gymnastics,False
31469,Harry Warnken,1884,Davenport,IA,,,Artistic Gymnastics,False
31405,Louis Rathke,1883,Milwaukee,WI,,,Artistic Gymnastics,False
31460,William Tritschler,1873,St. Louis,MO,175 cm,,Artistic Gymnastics,False
31277,William Andelfinger,1880,St. Louis,MO,168 cm,,Artistic Gymnastics,False
31380,George Mastrovich,1886,San Antonio,TX,175 cm,,Artistic Gymnastics,False
31310,John Dellert,1884,St. Louis,MO,,,Artistic Gymnastics,False
31453,Otto Thomsen,1884,Scott County,IA,,,Artistic Gymnastics,False
31458,Edward Tritschler,1885,St. Louis,MO,,,Artistic Gymnastics,False
31465,Emil Voigt,1879,St. Louis,MO,,,Artistic Gymnastics,False
31386,Henry Weyland,1873,Joplin,MO,,,Artistic Gymnastics,False
31459,Richard Tritschler,1883,St. Louis,MO,,,Artistic Gymnastics,False
31359,Otto Knerr,1883,Chicago,IL,,,Artistic Gymnastics,False
31415,Otto Roesner,1881,Lansing,MI,,,Artistic Gymnastics,False
31421,Frank Raab,1879,Johnstown,PA,,,Artistic Gymnastics,False
31426,Julian Schmitz,1881,Hoboken,NJ,,,Artistic Gymnastics,False
31417,Art Rosenkampff,1884,New York,NY,,,Artistic Gymnastics,False
31309,Charles Dellert,1882,?,MO,,,Artistic Gymnastics,False
31406,Walter Real,1886,Chicago,IL,,,Artistic Gymnastics,False
31384,John Miesel,1883,Grosse Pointe,MI,,,Artistic Gymnastics,False
31283,Maurice Barry,1880,Indianapolis,IN,,,Artistic Gymnastics,False
31404,Edmund Pueschel,1883,Kansas City,MO,,,Artistic Gymnastics,False
892192,George Ketcham,1878,Newark,NJ,178 cm,68 kg,Artistic Gymnastics,False
892379,Eugene Utz,1882,Chicago,IL,,,Artistic Gymnastics,False
892194,Edward Kettner,1878,Newark,NJ,,,Artistic Gymnastics,False
892295,Fred Prosch,1883,Newark,NJ,,,Artistic Gymnastics,False
892236,Elwood McClain,1884,Coldwater,KS,,,Artistic Gymnastics,False
892016,Harry Barth,1884,Milwaukee,WI,179 cm,77 kg,Artistic Gymnastics,False
892378,William Triska,1881,St. Louis,MO,160 cm,64 kg,Artistic Gymnastics,False
892052,Charles Cameron,1880,Newark,NJ,,,Artistic Gymnastics,False
31448,Ted Studier,1882,?,OH,,,Artistic Gymnastics,False
31324,Herman Glass,1880,Los Angeles,CA,,,Artistic Gymnastics,False
31474,Ralph Wilson,1880,Bangor,NY,,,Artistic Gymnastics,False
892330,Roy Sauerbrunn,1891,St. Louis,MO,,,Athletics,False
892183,Everett Jessup,1887,Brooklyn,NY,,,Athletics,False
892133,Edward Gluckman,1889,New York,NY,,,Athletics,False
892203,Ernest Krutzsch,1891,St. Louis,MO,,,Athletics,False
79033,Nate Sherman,1888,Boston,MA,185 cm,75 kg,Athletics,False
892342,William Sholes,1888,Oswego,KS,,,Athletics,False
892401,Ralph Wiley,1887,Monmouth,IL,,,Athletics,False
892089,Horace Donnell,1885,Sigourney,IA,,,Athletics,False
892115,Ernest Franquemont,1886,?,MO,,,Athletics,False
892228,Frank Mason,1886,Stone Fort Township,IL,,,Athletics,False
892100,Arthur Eilers,1888,St. Louis,MO,,,Athletics,False
78562,Bill Hogenson,1884,Chicago,IL,,,Athletics,False
892396,Grable Weber,1886,St. Louis,MO,,,Athletics,False
892341,Kenan Shock,1885,Philadelphia,PA,,,Athletics,False
892351,Ollie Snedigar,1877,?,MO,,,Athletics,False
892073,Wallace Crawford,1890,Brooklyn,NY,,,Athletics,False
79721,William Eaton,1882,Boston,MA,,,Athletics,False
892162,Milton Hellman,1885,Cincinnati,OH,,,Athletics,False
892413,Leonard Witham,1889,Brooklyn,NY,,,Athletics,False
892199,William Knakal,1884,Manhattan,NY,,,Athletics,False
892155,William Haydock,1889,St. Louis,MO,,,Athletics,False
892091,Walter Drach,1887,St. Louis,MO,,,Athletics,False
892290,Albert Porzelius,1882,Saint Joseph,MO,,,Athletics,False
892369,Eugene Tittmann,1886,St. Louis,MO,,,Athletics,False
892297,Raymond Quigley,1885,Princeton,IL,,,Athletics,False
27809,Peter Ratican,1887,St. Louis,MO,,,Athletics,False
892215,Clifford Lewis,1887,Louisville,KY,,,Athletics,False
892202,Louis Krischeldorf,1886,Manhattan,NY,,,Athletics,False
892159,Oliver Heimbuecher,1883,?,MO,,,Athletics,False
892069,Lorren Cornelius,1880,Gallatin,TN,,,Athletics,False
892056,Harry Castlen,1884,?,KY,,,Athletics,False
892334,Clarence Severy,1885,Emporia,KS,,,Athletics,False
79030,Mel Sheppard,1883,Almonesson Lake,NJ,177 cm,67 kg,Athletics,False
892068,Walter Comstock,1885,Chicago,IL,,,Athletics,False
892397,John Weindel,1886,?,MO,,,Athletics,False
79112,John B. Taylor,1882,Washington,DC,181 cm,74 kg,Athletics,False
892033,Henry Bohn,1886,St. Louis,MO,,,Athletics,False
892104,William Farrell,1886,Boston,MA,,,Athletics,False
78243,Harvey Cohn,1884,New York,NY,172 cm,61 kg,Athletics,False
892356,Wilbur Stiles,1887,Lead,SD,,,Athletics,False
892035,T. Allen Bonner,1886,Niles,CA,,,Athletics,False
892267,Charles Naismith,1882,Mannsville,NY,,,Athletics,False
78202,Edward Carr,1878,Brooklyn,NY,168 cm,59 kg,Athletics,False
892219,Joseph Lonergan,1889,New York,NY,,,Athletics,False
78322,Frank Devlin,1884,New York,NY,157 cm,,Athletics,False
892122,Hugh Fullerton,1885,Kansas City,MO,,,Athletics,False
78216,Frank Castleman,1877,Tracy Creek,NY,,,Athletics,False
892343,Walter Siegmund,1887,St. Louis,MO,,,Athletics,False
892204,Irving Labeaume,1885,Mendota,IL,,,Athletics,False
892400,David White,1885,?,MO,,,Athletics,False
892085,Dan Dillon,1885,St. Louis,MO,,,Athletics,False
892103,Leonard Fackner,1888,New York,NY,,,Athletics,False
892250,Ray McNulty,1887,Boston,MA,,,Athletics,False
892009,Frank Boder,1887,Anthony,KS,,,Athletics,False
892258,Edward Mitchell,1886,?,AR,,,Athletics,False
892143,Channing Hall,1885,Oakland,CA,,,Athletics,False
892412,Ewald Wintermann,1888,?,MO,,,Athletics,False
892173,Neal Hotaling,1887,Los Angeles,CA,,,Athletics,False
892041,Frank Bressi,1889,San Francisco,CA,,,Athletics,False
892209,Robert Lamkin,1885,?,MO,,,Athletics,False
892212,Omar Langenberg,1886,St. Louis,MO,,,Athletics,False
78593,Clare Jacobs,1886,Madison,SD,178 cm,64 kg,Athletics,False
892075,Thomas Crouch,1886,St. Louis,MO,,,Athletics,False
892386,Paul Wall,1885,Wichita,KS,,,Athletics,False
892303,Roy Rennacker,1885,Kirkwood,IL,,,Athletics,False
892190,Justin Kendrick,1886,St. Louis,MO,,,Athletics,False
892092,Theron Duby,1889,?,MO,,,Athletics,False
892205,David Lamb,1886,St. Louis,MO,,,Athletics,False
892357,Fred Strom,1887,Manhattan,NY,,,Athletics,False
892224,Eddie Mack,1888,?,MO,,,Athletics,False
892381,Cornelius Van Duyne,1881,Moravia,NY,,,Athletics,False
892353,Ed Stanard,1886,St. Louis,MO,,,Athletics,False
892049,William Burg,1885,St. Louis,MO,,,Athletics,False
902324,John Schommer,1884,Chicago,IL,,,Athletics,False
892314,Charles Rodman,1876,Marion,IL,,,Athletics,False
892417,Hans Wulff,1882,St. Louis,MO,,,Athletics,False
892013,William Banks,1882,Vernon,IN,,,Athletics,False
892030,Fred Bock,1887,St. Louis,MO,,,Athletics,False
892211,Jim Landon,1877,Marshall,MO,,,Athletics,False
892359,John Sweeney,1887,?,MO,,,Athletics,False
78496,Archie Hahn,1880,Dodgeville,WI,167 cm,64 kg,Athletics,False
78817,Fay Moulton,1876,Marion,KS,175 cm,70 kg,Athletics,False
78119,Clyde Blair,1881,Fort Scott,KS,,,Athletics,False
78210,Nate Cartmell,1883,Union Town,KY,182 cm,71 kg,Athletics,False
78586,Will Hunter,1883,Louisville,KY,,,Athletics,False
78903,George Poage,1880,Hannibal,MO,,,Athletics,False
922458,Dodge Peters,1879,Newark,NJ,,,Athletics,False
892029,Will Blome,1879,Baltimore,MD,,,Athletics,False
78537,Fred Heckwolf,1879,St. Louis,MO,,,Athletics,False
892305,Victor Rice,1883,Chicago,IL,,,Athletics,False
892282,Charlie Parsons,1883,California,PA,,,Athletics,False
892261,Harry Moon,1882,Algonac,MI,,,Athletics,False
892451,Frank Moore,1882,Pawnee,OK,,,Athletics,False
892006,Emmett Annis,1883,Fort Collins,CO,,,Athletics,False
892002,Roy Albertson,1879,Foxburg,PA,,,Athletics,False
79085,Joseph Stadler,1880,Cleveland,OH,,,Athletics,False
78483,Herman Groman,1882,Odebolt,IA,,,Athletics,False
78555,Harry Hillman,1881,Brooklyn,NY,180 cm,66 kg,Athletics,False
892363,Thomas Taylor,1882,Rockville,MO,,,Athletics,False
892023,Paul Behrens,1884,Davenport,IA,,,Athletics,False
892158,Walter Eckersall,1883,Chicago,IL,,,Athletics,False
79165,Frank Waller,1884,Saint Paul,MN,176 cm,71 kg,Athletics,False
78402,Joseph Fleming,1883,St. Louis,MO,,,Athletics,False
78899,Paul Pilgrim,1883,New York,NY,180 cm,75 kg,Athletics,False
79146,George Underwood,1884,Manchester,NH,176 cm,74 kg,Athletics,False
79147,Howard Valentine,1881,Brooklyn,NY,,,Athletics,False
922438,Edwin Clapp,1881,Hudson,WI,,,Athletics,False
922439,Phillips Comstock,1885,Chicago,IL,,,Athletics,False
78064,Charles Bacon,1885,Brooklyn,NY,183 cm,77 kg,Athletics,False
